"","GSM3242250","GSM3242251","GSM3242252","GSM3242253","GSM3242254","GSM3242255","GSM3242256","GSM3242257","ent_gene","symbol_limma"
"ILMN_1701621",1.68833365529876,1.8944073586319,1.74308888090017,1.83511974034852,1.66340403981915,1.90787185379006,1.73762663279375,1.50104193238945,"9997","SCO2"
"ILMN_1713301",2.20596929908038,2.36825161379343,2.51990794675467,2.55783285589437,2.50991616048216,2.59899068221121,2.32875860167138,2.38738979945509,"9993","DGCR2"
"ILMN_2117223",2.17326115708352,2.13823917113222,2.02906443396856,2.24827811653581,2.09461667278098,1.95251910470731,2.0220904512548,2.15324943183644,"9991","PTBP3"
"ILMN_1767992",0.433143633624631,0.606164774815576,0.616968138617992,0.729918453588758,0.712613789767314,0.865322188909617,0.783162973880253,0.691830908242358,"9990","SLC12A6"
"ILMN_1724544",3.12745100259065,2.96783925496204,2.7554881206763,2.84407732122947,2.71314167660887,2.70103007465677,3.12354261032486,3.06028540086971,"9989","PPP4R1"
"ILMN_1750075",2.95262534148544,3.00550422158351,2.55859810526858,2.72773287939031,2.6941047135919,2.43012952108518,3.07483811913966,3.14140361041908,"9988","DMTF1"
"ILMN_1653432",3.35162890558654,3.58331687590929,2.78464584583829,3.12831983599933,3.10381498553868,2.67206931815997,3.6357990189142,3.64990726959325,"9987","HNRNPDL"
"ILMN_1685002",1.28890888793202,1.26036866145753,1.15901066788439,1.2754125206443,1.13637558739609,1.31944017597888,1.35011280941862,1.07567150024859,"9986","RCE1"
"ILMN_1751886",2.13971213728064,2.26431971172981,2.00655984751402,2.02800453747728,2.0304846537097,2.0348690018529,2.25551795982131,2.37802664131418,"9985","REC8"
"ILMN_1802157",2.40557243267687,2.68138072923168,2.10325995469712,2.30842464435291,2.21662402447439,2.23992583828084,2.67206931815997,2.64682586836416,"9984","THOC1"
"ILMN_1741711",0.73429590104781,0.65066682006741,1.05821167093234,0.809335510973814,0.927484909323991,0.832203884208469,0.537924397034701,0.674357651307271,"9980","DOP1B"
"ILMN_1738424",1.97646699151702,1.9985700705526,1.79772083378526,1.72139616455553,1.6313258553443,1.43586247168936,2.27441860796029,2.1736913014319,"998","CDC42"
"ILMN_1666670",3.37718951399647,3.42545105124368,3.36236983307267,3.21904795020159,3.40315974259793,3.53270901138756,3.57725336692375,3.57725336692375,"9978","RBX1"
"ILMN_1784608",0.508673427003457,0.705760593875047,0.489025747961966,0.540063184290623,0.884483159428332,0.413590573819392,0.532798296198938,0.662109932549293,"9976","CLEC2B"
"ILMN_1698668",1.19139070106684,1.58533863703744,1.23225409004935,1.22802624019323,1.53183314554839,1.18747447290199,1.23145948375965,1.36914859111093,"9975","NR1D2"
"ILMN_1766797",1.33435644449555,1.37687104167085,1.50466871241814,1.58571198410682,1.71817720780614,1.53055067292237,1.44953203719213,1.50783496658022,"9973","CCS"
"ILMN_1705907",1.81592271971125,1.62948190301394,1.79873557001885,1.87081126732777,1.86373226233312,1.61640910941937,1.98942915393035,2.00560618916632,"9972","NUP153"
"ILMN_1713006",1.14058879242605,1.10886846297668,1.20597744535141,1.30638144352162,1.0601882010718,1.43938983107492,0.979703045594496,1.18660020376603,"997","CDC34"
"ILMN_1671067",0.288852935853012,0.436657420866733,0.30474176739083,0.190949804176243,0.367516144939833,0.399526996823139,0.391318533712627,0.417745839322603,"9969","MED13"
"ILMN_1793386",1.32816260724473,1.41566791178387,1.24332844389529,1.07579172694246,1.30688029051176,0.992892563649197,1.52898698144957,1.47931215003315,"9968","MED12"
"ILMN_1671028",1.19760660627853,1.18843110131259,1.29226534017,1.16455700467144,1.11905627492717,1.1682200573531,1.28556421904013,1.4842196981166,"9967","THRAP3"
"ILMN_2106380",1.7706653618882,2.03322937694438,1.8429626252732,1.72713816941627,1.61654968811501,1.83792136975102,2.02625406512433,1.91065491648361,"9966","TNFSF15"
"ILMN_1746578",2.66459341873985,2.63206736458198,2.91825160414713,2.74376063389776,2.79598937857423,2.52755087640184,2.67235688769783,2.72474680465512,"9962","SLC23A2"
"ILMN_2344373",0.76004949085463,1.09351401220778,0.782072699161471,0.573761917615499,0.888792503217311,0.834292998166522,1.13686896092606,0.911895343966655,"9961","MVP"
"ILMN_1725862",2.34049379416362,2.20465089663705,2.00437630431934,2.11332410083693,2.21397060671171,2.0607184986529,2.13385962459102,2.27089847210786,"9960","USP3"
"ILMN_3287952",1.90341028358589,1.75325363186438,2.02361731830011,1.89060143272806,1.93633897335256,2.01667033904009,1.84477477445883,1.87810922904779,"996","CDC27"
"ILMN_1665557",1.81187904487896,1.58806973133018,1.69945172637705,1.85796427453724,1.72502607975349,1.55566870908126,1.69427762059774,1.80944349001832,"9958","USP15"
